r_ref,a,b,m,n1,n2,n3
0.01275,4.703915,3.311683,2,2.565273,4.596435,3.654823
0.01275,0.697682,5.169209,8,5.5085,8.216139,7.764906
0.01275,6.002573,6.688978,9,5.548082,5.33271,5.235101
0.01275,2.735886,1.157534,12,7.864589,8.455477,3.019576
0.01275,2.610667,2.818135,2,5.76525,12.796278,4.952942
0.01275,1.665287,2.373809,10,3.126655,3.702066,4.295994
0.01275,0.0995,5.606024,8,10.979097,1.851765,2.826786
0.01275,4.865153,8.354353,10,7.25777,9.41087,7.237204
0.01275,2.123373,1.353755,11,4.245348,8.661033,6.468541
0.01275,0.641967,2.777261,8,9.816771,6.814612,6.007801
0.01275,4.633414,1.513016,3,2.353155,6.874005,7.419658
0.01275,0.443199,1.650358,11,10.190072,13.382686,5.931358
0.01275,1.20575,1.243483,15,4.279413,5.884245,9.258722
0.01275,1.077288,1.093887,14,5.587541,12.41346,5.293356
0.01275,4.123643,6.385663,16,2.430851,11.023243,12.140745
0.01275,0.230711,4.219062,5,11.038576,1.801639,1.691963
0.01275,1.732098,3.769478,4,5.525605,6.408643,1.535389
0.01275,2.247352,6.69559,5,5.84261,9.77198,7.676476
0.01275,6.99485,1.330665,4,1.993843,1.480552,3.846714
0.01275,1.219906,1.522196,15,9.563145,6.813765,12.31998
0.01275,1.83165,0.724812,3,2.480314,6.555744,4.811439
0.01275,6.878994,3.034879,11,9.744322,7.628133,8.371325
0.01275,2.053405,1.510526,9,8.178535,2.68914,4.711933
0.01275,8.055057,6.583911,2,4.968576,5.712999,4.834455
0.01275,1.896564,2.635147,3,4.467438,9.326272,4.26148
0.01275,4.077353,1.782291,12,4.844578,4.720209,10.52484
0.01275,0.370428,1.439154,3,10.315056,3.292487,3.640984
0.01275,1.640005,1.463923,8,7.093612,2.164364,5.196904
0.01275,1.101312,2.06536,6,7.331953,1.281535,2.20733
0.01275,4.025126,2.933051,15,10.531725,3.24417,6.005106
0.01275,5.303404,6.43032,2,5.715915,4.690407,2.096712
0.01275,1.234617,7.554852,7,10.982623,2.59396,3.983343
0.01275,0.661851,1.602637,7,5.582387,5.757942,5.189121
0.01275,2.562472,0.684439,9,12.399757,4.419305,6.541168
0.01275,1.161736,2.320807,10,3.497086,10.254645,3.726347
0.01275,1.108487,1.051381,2,9.146381,5.798345,7.801433
0.01275,1.060257,4.354917,13,2.864232,8.215368,4.968363
0.01275,4.50686,1.413335,4,1.40975,4.807035,4.45263
0.01275,3.946091,1.31286,7,3.283496,1.871745,2.555922
0.01275,2.129442,0.599903,8,5.643156,8.023929,5.846119
0.01275,0.560326,5.225857,3,13.489683,4.575,1.576398
0.01275,3.599329,1.874544,16,6.206277,2.846046,11.872039
0.01275,0.619922,3.567185,2,7.562646,5.204567,3.022003
0.01275,1.135501,3.104524,16,7.001784,3.87409,6.319688
0.01275,0.532151,0.840088,4,3.273602,4.447118,3.54399
0.01275,2.515453,2.413758,3,9.617482,2.485031,2.551882
0.01275,1.095729,1.722379,2,6.037993,5.100735,4.537752
0.01275,4.805336,3.456864,5,9.766854,5.450119,7.646948
0.01275,4.057737,0.589222,8,2.229623,1.645731,6.436161
0.01275,0.839065,2.125665,15,6.737501,1.651472,3.684772
0.01275,2.775123,1.277695,14,3.851762,0.970439,6.957083
0.01275,1.409108,6.718811,10,8.714546,7.89908,5.336623
0.01275,4.506281,5.752052,15,8.014547,17.04449,8.065417
0.01275,1.60945,3.75718,14,6.424636,2.569383,5.178468
0.01275,7.676611,3.985248,4,8.457604,6.680322,7.800903
0.01275,8.938625,1.437839,4,3.460662,9.324882,8.442823
0.01275,0.316868,1.481011,5,3.428875,8.873136,11.340893
0.01275,1.336652,0.530314,11,8.57238,6.915563,2.503438
0.01275,1.037388,1.1033,16,5.187312,4.769309,2.525513
0.01275,2.427771,0.693954,4,3.136693,2.931935,2.905183
0.01275,0.532046,3.680366,13,4.624299,13.927187,5.030155
0.01275,0.724416,3.796976,12,3.749521,7.718641,5.592424
0.01275,1.652718,9.160438,6,3.627989,7.394136,4.45945
0.01275,2.133685,3.324116,15,6.116727,7.119037,9.177941
0.01275,0.824676,0.768552,12,9.027181,5.724129,9.020628
0.01275,5.676127,2.431904,10,13.807338,0.938035,7.84969
0.01275,2.508852,2.445835,8,7.302497,2.003377,5.842917
0.01275,3.488065,1.619504,6,4.564245,5.095298,6.386184
0.01275,2.552034,3.369772,16,8.7346,4.522006,4.068141
0.01275,5.059649,3.48939,14,3.943223,4.924138,5.598173
0.01275,2.317933,1.075472,2,5.35334,3.400885,4.541056
0.01275,1.045495,1.972312,9,1.683769,11.708637,3.754327
0.01275,3.895204,3.336466,3,4.903547,4.855224,4.171987
0.01275,0.881966,1.078393,9,4.184881,8.688013,2.457362
0.01275,1.439437,1.059875,10,4.139067,6.467685,5.995201
0.01275,1.125059,0.562303,6,7.372093,5.189389,5.37598
0.01275,2.416934,4.594364,14,8.436602,6.396178,4.56417
0.01275,1.216853,3.578381,8,6.742501,8.023651,5.978976
0.01275,5.173097,1.0756,3,4.489651,5.273795,6.490559
0.01275,1.950143,4.442046,6,1.487062,5.4513,5.713341
0.01275,1.198303,4.371309,5,11.473227,7.09178,7.238274
0.01275,4.728494,7.284993,7,3.839995,7.462833,10.179108
0.01275,0.59268,0.471731,16,8.369206,6.745916,3.182149
0.01275,4.314221,1.220267,14,3.845656,7.619695,9.648528
0.01275,4.367621,1.110012,9,5.021016,5.335266,8.344039
0.01275,1.300788,1.430257,16,2.119937,3.596413,8.178883
0.01275,3.944861,1.849083,12,11.711256,9.91579,8.265551
0.01275,6.011616,7.871391,5,4.645627,2.964312,0.613508
0.01275,2.476478,5.701022,7,6.302809,6.178185,2.775578
0.01275,5.028452,4.604586,16,2.725861,4.159757,6.172482
0.01275,2.295516,0.875045,6,2.666127,2.552542,11.568688
0.01275,1.593422,1.066176,11,10.149992,4.064517,7.564978
0.01275,2.695747,0.88818,14,5.652028,6.181784,4.58635
0.01275,3.7642,4.514185,7,2.634294,2.427493,3.41057
0.01275,9.273534,2.090107,5,8.54273,3.135783,3.828903
0.01275,3.949699,2.895497,8,6.27671,3.484852,5.230877
0.01275,3.935783,1.513905,4,7.597848,2.129576,9.813341
0.01275,0.354035,3.854009,14,7.136773,4.538116,1.648076
0.01275,5.498579,0.450184,11,17.798791,6.832184,1.419402
0.01275,3.00238,1.222236,7,5.727031,7.642401,4.473254
0.01275,1.815473,5.43811,2,10.255291,5.034988,11.648337
0.01275,0.682057,3.337659,9,3.895502,3.783295,1.016076
0.01275,4.647762,0.689652,6,8.93572,1.499509,2.327278
0.01275,1.509256,1.605772,16,1.943995,4.136112,6.582867
0.01275,0.406755,2.483776,2,3.630926,6.379956,4.113735
0.01275,0.908224,1.578418,6,7.754116,4.01202,5.501106
0.01275,1.571558,0.564314,12,6.032351,7.700737,4.230032
0.01275,1.510781,1.375922,15,3.429642,3.796507,3.502778
0.01275,1.765653,1.902681,9,6.590604,11.601165,6.929773
0.01275,1.002973,4.437582,9,12.986121,5.372743,5.060722
0.01275,6.755276,3.926007,14,5.269557,5.288207,12.34734
0.01275,4.157334,0.859552,4,2.380732,2.221923,6.708218
0.01275,6.628904,5.305145,5,8.799822,5.264784,11.5045
0.01275,2.897509,2.61269,15,2.020916,3.994,5.924421
0.01275,1.085878,1.529093,4,3.149241,2.572134,0.641131
0.01275,1.303493,1.711386,3,4.277316,12.592856,10.811666
0.01275,1.282857,2.48586,14,5.422936,5.084774,10.188414
0.01275,1.663958,1.705402,7,7.705905,1.013839,7.004399
0.01275,2.399532,2.398981,15,6.680323,5.588029,3.351978
0.01275,4.899536,0.847374,15,2.108983,3.28456,6.564755
0.01275,3.159314,1.612509,9,4.949497,2.288787,1.197596
0.01275,5.412238,2.496902,13,12.295513,10.484412,10.163337
0.01275,6.118094,0.702731,4,4.238014,1.983089,15.270115
0.01275,2.575427,1.90176,14,2.41255,9.826633,12.552911
0.01275,1.273839,0.696102,11,15.642437,8.30834,9.464809
0.01275,4.941081,2.657997,16,6.366075,1.351078,3.36203
0.01275,1.113879,4.337006,4,3.966824,5.216166,5.192386
0.01275,4.00425,5.12629,4,1.45913,13.216949,4.537196
0.01275,0.699538,0.784517,5,8.773337,4.306995,1.531457
0.01275,2.023135,2.992574,12,5.667437,5.418286,2.213791
0.01275,7.285075,7.085167,14,3.834417,5.019084,3.396521
0.01275,2.232616,2.905423,12,9.86123,6.054827,6.941508
0.01275,1.756844,0.350238,14,5.669166,5.436289,5.219253
0.01275,0.992505,0.902058,3,6.477221,3.70198,6.880623
0.01275,2.298817,1.820021,14,4.804315,5.173365,5.207304
0.01275,1.780628,2.022319,11,7.325576,8.456811,4.997207
0.01275,2.632152,5.21722,10,7.124069,3.620177,3.704331
0.01275,5.807405,3.193545,12,4.049404,7.719406,7.842296
0.01275,6.635746,0.645224,4,3.592789,6.353629,4.432605
0.01275,1.154292,5.600275,16,11.929152,6.377649,5.438474
0.01275,0.208449,0.887791,2,5.267397,6.071075,4.381193
0.01275,1.946572,0.384817,5,3.879472,5.976891,4.352835
0.01275,5.138665,2.011362,8,5.351468,7.134401,5.021908
0.01275,7.099851,4.787535,6,1.740275,4.139681,3.638156
0.01275,2.708484,1.959455,10,9.590116,11.289738,12.109601
0.01275,1.384781,2.477722,11,7.798287,4.404274,4.999953
0.01275,0.244071,0.331673,3,13.34015,2.042787,15.495961
0.01275,6.039768,3.033342,10,3.044705,5.435721,5.957522
0.01275,5.73776,1.923532,4,4.138165,8.058087,5.013393
0.01275,1.431548,3.580549,10,10.185636,4.804273,10.339494
0.01275,1.117551,2.925668,14,7.253807,4.140391,7.131896
0.01275,10.111209,4.444392,2,1.13189,15.110864,5.079543
0.01275,6.618638,4.240949,15,3.491073,10.399864,11.713677
0.01275,3.688547,4.193047,6,7.164154,4.591905,5.401636
0.01275,0.247452,0.785544,7,6.47046,6.168164,7.339526
0.01275,6.240095,1.716158,6,5.756394,5.551728,4.232325
0.01275,6.100581,1.66581,6,7.262354,1.992555,6.66385
0.01275,1.840642,4.510322,12,7.265397,2.248597,3.477715
0.01275,5.877956,2.097044,4,8.338309,8.656283,13.807771
0.01275,6.083221,1.47218,10,3.910946,3.318318,3.170236
0.01275,1.527358,1.704437,9,4.2112,7.270357,5.749421
0.01275,2.002848,3.469924,11,15.818444,3.163407,4.771001
0.01275,11.759422,1.100378,4,7.148922,8.685607,7.099256
0.01275,3.541008,0.169297,3,6.208199,13.283153,7.271937
0.01275,2.506791,1.733753,7,7.04844,8.367787,9.011529
0.01275,0.655433,1.95678,11,6.701406,5.124864,4.204551
0.01275,2.600884,1.751015,13,8.144056,2.167621,6.934459
0.01275,1.135155,2.973055,8,3.841266,4.94533,3.59303
0.01275,1.38839,2.044757,3,10.295829,16.173792,7.624593
0.01275,2.836697,2.381402,4,8.020164,4.07462,10.873013
0.01275,2.268101,1.68546,8,3.278355,3.652126,3.674748
0.01275,2.881705,4.287784,16,2.814958,5.579236,5.372292
0.01275,2.921578,5.448298,16,3.991082,8.266071,2.902375
0.01275,6.367796,1.67319,6,4.0005,3.309372,4.806966
0.01275,1.693892,3.336363,15,15.218484,0.688871,5.944349
0.01275,2.034754,3.265531,14,7.834093,14.927598,7.86853
0.01275,2.081527,5.32245,10,5.186233,4.858395,4.023715
0.01275,0.179984,1.583353,15,8.296236,5.23293,4.949785
0.01275,4.45273,2.235454,3,5.583699,12.52406,4.285369
0.01275,5.598601,3.921058,15,11.179039,9.843397,4.634449
0.01275,0.809233,3.965807,3,2.405441,3.131661,2.223615
0.01275,1.833704,6.298193,5,7.472258,8.115479,5.644297
0.01275,1.870245,5.681915,2,0.849813,0.517111,1.124853
0.01275,3.384093,1.925169,12,5.662509,3.100155,1.910927
0.01275,1.400508,1.310618,5,2.177678,8.619769,9.14284
0.01275,0.178447,0.137007,8,2.425641,13.728823,2.181729
0.01275,0.485013,1.682223,12,11.062641,10.371392,5.505529
0.01275,0.56488,4.635163,3,4.394838,3.565169,3.982482
0.01275,4.644049,2.375779,12,2.937735,8.605983,7.494463
0.01275,1.000922,0.259992,3,1.516783,1.833863,6.409253
0.01275,2.688554,2.424433,2,7.771237,5.232034,2.966647
0.01275,1.515056,1.078859,9,13.492181,19.412919,6.526025
0.01275,1.843386,4.169689,2,4.577014,4.517336,2.179801
0.01275,1.610669,5.462576,14,4.389417,1.989335,1.974585
0.01275,3.45395,4.211914,8,4.323251,6.617563,3.770525
0.01275,10.852426,1.68568,8,1.930289,5.266553,14.169837
0.01275,1.839205,3.021987,4,12.265158,6.925008,1.026067
0.01275,7.426968,2.464103,3,2.224201,2.767603,4.253946
0.01275,3.069277,0.763611,10,6.887878,8.747696,12.330661
0.01275,1.49874,3.667835,9,2.165373,7.222906,4.43884
0.01275,7.255398,0.052859,6,18.738955,5.703229,0.248667
0.01275,1.320355,0.692649,4,9.416843,2.919766,3.326738
0.01275,13.790712,6.255864,4,4.590326,1.079106,1.166773
0.01275,2.911826,3.694027,12,2.689904,9.50292,8.910903
0.01275,0.958366,1.38641,10,11.464136,8.72558,3.762864
0.01275,3.321964,6.209851,12,5.32994,8.421611,3.348465
0.01275,7.088964,2.532869,11,5.745385,6.885559,8.920453
0.01275,0.627619,3.015083,11,5.835431,9.013537,4.252508
0.01275,1.501783,2.50236,11,3.630893,3.146133,1.763429
0.01275,0.765655,1.135324,6,4.731139,3.593917,11.162269
0.01275,1.045516,3.775307,2,8.808076,6.22624,3.712585
0.01275,0.998298,0.119425,2,16.320516,13.362809,6.479332
0.01275,0.993166,1.581185,9,2.527855,2.873502,5.122622
0.01275,4.874287,2.590865,12,5.352783,1.713513,7.59229
0.01275,1.04876,4.521039,11,4.152873,8.357208,4.211601
0.01275,2.701455,1.921889,13,13.195585,8.271425,6.645221
0.01275,3.306679,6.123504,3,2.748264,9.183871,6.638177
0.01275,0.864592,2.092452,5,4.360275,7.112755,5.163199
0.01275,2.994157,0.952879,3,9.64452,9.00089,8.211956
0.01275,3.191703,3.016702,14,9.213391,2.130238,3.401404
0.01275,0.66151,6.73843,5,4.952402,7.873703,4.27753
0.01275,5.348732,4.074332,12,3.157122,5.217218,2.979409
0.01275,4.723244,2.202483,15,15.141103,1.177565,1.78424
0.01275,3.734474,2.625273,13,6.863347,7.814796,4.672811
0.01275,2.06493,1.740351,10,4.29435,5.514252,13.686644
0.01275,3.117207,2.371747,9,3.915965,2.125803,1.057022
0.01275,2.994864,3.086452,15,14.777112,2.485556,2.337956
0.01275,1.621398,5.910075,5,11.757986,8.015951,9.215168
0.01275,8.020457,3.947681,15,2.801306,3.319726,7.250663
0.01275,0.414279,2.09993,2,11.903729,2.556027,8.01559
0.01275,3.222458,4.630553,5,4.909308,9.850783,7.550381
0.01275,0.695094,1.86961,14,7.406434,3.89772,1.760261
0.01275,5.381126,1.730398,2,16.671704,9.318961,0.717431
0.01275,0.944625,2.478379,15,12.467594,4.107811,5.400474
0.01275,0.952462,2.038622,9,9.202801,5.35241,3.708063
0.01275,3.678158,2.989401,9,5.473514,3.433425,2.933756
0.01275,4.884565,7.793459,9,8.152332,2.979543,3.132633
0.01275,1.392936,2.364036,5,12.670735,6.982119,5.236406
0.01275,4.903324,4.052861,8,6.745756,5.256842,1.871578
0.01275,5.752114,5.183295,2,2.341181,5.722314,9.760819
0.01275,1.833847,1.205711,16,6.034037,3.360976,2.985276
0.01275,4.629266,1.580601,11,5.191147,4.490072,7.915819
0.01275,1.293667,1.686271,9,0.980262,13.022757,2.794623
0.01275,6.092465,1.39006,13,5.243209,2.885758,2.820549
0.01275,1.130616,2.881282,7,6.801125,15.040233,2.706731
0.01275,2.576842,3.765367,16,8.109814,3.291045,6.850137
0.01275,1.441874,0.405631,10,9.658426,5.617917,4.340994
0.01275,3.067484,1.887757,14,7.917949,2.645796,2.960994
0.01275,4.768623,2.222383,2,13.983916,2.518617,4.907197
0.01275,1.661152,3.508654,6,6.563925,7.32062,8.318408
0.01275,1.788221,2.053086,3,4.765023,9.531384,3.363654
0.01275,1.487016,2.416265,6,14.614203,8.129638,2.580307
0.01275,1.441536,3.284594,11,4.534762,7.680786,5.671575
0.01275,0.483049,0.409238,10,6.478107,6.681354,7.636421
0.01275,2.645138,6.197806,12,6.172653,8.018627,4.722167
0.01275,2.968124,0.92605,14,4.162098,9.583173,0.297447
0.01275,1.220321,4.342494,2,1.622025,7.124753,7.644532
0.01275,1.000724,0.416767,16,3.064324,4.929041,2.717761
0.01275,3.226336,0.952723,14,1.385017,2.979818,8.812123
0.01275,3.573507,0.601021,4,9.8933,8.179181,18.097866
0.01275,1.295642,3.379241,4,5.081854,1.854569,3.049101
0.01275,1.106071,0.730574,9,4.814977,5.788877,3.92774
0.01275,1.801664,2.735533,13,10.27136,11.810016,5.84106
0.01275,4.887407,8.274599,3,6.783581,2.264208,5.16241
0.01275,3.080739,4.377236,8,9.222095,2.930416,0.83629
0.01275,0.771657,0.628758,15,10.817629,7.368165,1.394732
0.01275,3.140449,0.684511,4,6.147575,9.927942,7.924448
0.01275,1.731572,3.629657,3,2.668865,5.581906,8.658007
0.01275,2.783288,2.462073,11,5.291672,2.877653,2.023268
0.01275,1.698116,3.317099,5,1.945208,7.613811,8.760296
0.01275,4.913635,1.874337,14,3.56667,5.079972,11.118546
0.01275,3.646751,6.392908,16,2.753103,9.281796,5.366304
0.01275,2.052849,4.680933,4,5.88344,3.8103,2.361307
0.01275,3.245974,10.515744,6,5.060664,8.511262,7.744009
0.01275,0.418734,0.618119,6,7.504729,2.843967,5.998556
0.01275,3.984529,4.600117,8,4.316255,7.303173,10.836519
0.01275,2.984548,0.729766,2,14.366295,12.608756,3.930481
0.01275,1.289626,1.249148,9,4.645121,5.1369,3.994834
0.01275,0.901296,3.074345,2,2.28421,4.448501,7.636794
0.01275,1.718623,1.779781,2,8.154829,9.447751,4.588855
0.01275,3.880408,1.646072,4,6.005939,11.110245,12.031395
0.01275,0.587216,1.109931,7,9.091754,10.481283,4.967664
0.01275,2.818262,1.566594,2,8.111202,4.303939,2.122749
0.01275,5.559647,1.370752,12,5.484611,1.992361,8.629372
0.01275,2.732648,1.969062,2,5.302713,4.52854,7.33246
0.01275,0.963697,2.513376,5,8.486498,4.894354,8.419655
0.01275,3.505367,0.947127,13,8.981678,5.229471,6.41909
0.01275,3.829461,6.389372,13,2.302244,2.596218,3.40966
0.01275,2.021937,2.059635,16,3.327699,10.54776,3.899134
0.01275,1.281952,1.765708,2,8.680142,2.033723,6.592066
0.01275,1.277906,1.537237,16,4.555955,4.713278,2.996959
0.01275,4.42116,2.698982,11,5.964987,1.207927,2.687496
0.01275,0.924299,1.529257,9,9.655871,2.02005,4.432181
0.01275,4.247989,1.390486,12,6.149433,2.457748,2.649378
0.01275,1.771393,0.692324,8,0.944445,3.286817,7.961111
0.01275,9.394366,2.059149,2,6.099811,3.089089,6.1782
0.01275,2.935565,2.001461,2,4.584064,15.197009,3.58951
0.01275,5.665327,4.301414,12,2.487811,4.895081,6.201956
0.01275,6.584849,1.549458,6,11.86267,4.139582,9.499822
0.01275,0.663312,2.119772,16,1.530757,17.609804,1.514595
0.01275,4.840832,10.590087,14,9.268302,5.617811,3.999471
0.01275,0.618849,5.740097,7,6.270827,9.184412,2.114283
0.01275,4.845532,2.09429,2,6.63936,5.525828,8.987109
0.01275,4.619143,1.071247,15,8.23379,2.105878,6.46585
0.01275,4.515645,6.257143,6,6.508654,6.983209,8.743555
0.01275,3.518761,1.87748,11,14.601886,3.814059,3.824336
0.01275,5.613651,1.482445,3,4.721407,11.694908,3.621418
0.01275,5.331028,2.885477,12,0.704467,4.812254,7.581966
0.01275,6.828116,2.096466,3,9.137952,7.998142,8.276993
0.01275,2.17878,2.687925,7,1.494096,6.063589,5.000305
0.01275,1.592588,3.470393,9,13.447178,6.508145,6.950441
0.01275,1.843231,2.494237,12,5.333609,9.822394,3.91556
0.01275,3.430476,2.227575,10,3.249092,4.76675,11.655045
0.01275,5.712894,11.546474,6,4.82262,7.584938,7.20076
0.01275,5.004944,4.89103,11,3.161444,4.083241,5.026023
0.01275,8.018,3.322453,11,4.549218,2.962898,4.670825
0.01275,3.473432,5.213256,6,12.676516,4.481317,5.87792
0.01275,2.450848,2.690228,15,2.437236,5.344495,3.594489
0.01275,2.978628,0.464202,4,10.173472,5.504733,3.958431
0.01275,2.846706,2.591361,8,8.110298,5.276608,3.147265
0.01275,0.959198,2.120182,6,9.231322,4.952935,11.326361
0.01275,3.3342,3.597875,12,7.20388,3.551489,3.787646
0.01275,4.454975,0.737575,12,9.793768,3.577189,6.029792
0.01275,6.993463,0.123221,3,4.947142,13.823436,7.742829
0.01275,5.019686,5.110951,12,3.807806,8.068025,6.876889
0.01275,3.280071,1.817635,15,8.754568,9.013287,3.834481
0.01275,9.377613,2.114089,2,2.696452,4.01214,10.125459
0.01275,1.019053,1.580428,4,8.054385,7.472167,7.013813
0.01275,1.929589,1.94032,6,3.171579,4.881365,10.670329
0.01275,1.300237,0.390401,5,4.494796,8.208623,3.352879
0.01275,3.389499,3.71195,5,2.773205,6.727596,7.228663
0.01275,0.501132,1.038576,13,1.986788,6.936251,5.312219
0.01275,2.079013,1.59726,9,4.666861,4.149118,5.696218
0.01275,2.287785,3.215478,14,9.244189,4.17076,2.533682
0.01275,2.423274,0.916277,7,8.014253,5.470562,3.276959
0.01275,1.953386,1.563672,16,9.385634,3.949051,5.259476
0.01275,1.929254,1.577628,5,7.829526,7.073116,3.805438
0.01275,3.423233,2.329008,15,7.054302,3.051726,5.59931
0.01275,1.112456,1.437589,15,2.928575,5.378907,8.942078
0.01275,6.577413,2.097576,14,6.620349,3.696454,8.398268
0.01275,0.187503,1.794092,8,5.48106,2.039555,3.497679
0.01275,7.537761,0.397732,4,7.39328,3.711216,2.645443
0.01275,3.631343,1.583461,3,8.463472,8.967644,3.066684
0.01275,2.720266,4.725895,6,7.111993,5.295811,3.790461
0.01275,6.030418,0.803256,12,6.060378,3.724949,9.855516
0.01275,5.673021,5.829263,7,4.004484,9.646115,6.435635
0.01275,0.335021,2.308267,16,8.150499,8.666011,3.768445
0.01275,1.439563,1.870048,3,2.777384,7.959297,0.698736
0.01275,2.377999,4.206175,15,2.733644,5.207576,2.70125
0.01275,2.55331,1.332163,5,3.55037,6.159886,11.439553
0.01275,2.302679,0.593023,3,3.219972,6.786708,7.354003
0.01275,0.836305,1.665094,3,8.266979,5.45336,4.778765
0.01275,5.417888,3.276262,4,4.522233,1.860332,4.328734
0.01275,2.409402,2.022382,12,7.004697,3.874354,6.464027
0.01275,0.271294,1.465041,12,8.250259,1.802069,1.407277
0.01275,1.570687,2.073823,6,1.907408,3.575807,2.942246
0.01275,0.933841,1.155727,8,3.233489,3.777229,1.588697
0.01275,4.594646,2.106596,7,11.320611,5.337957,1.907678
0.01275,3.741212,2.24338,2,1.789844,3.723882,3.279308
0.01275,3.433108,1.223228,2,3.475426,1.65865,8.773274
0.01275,1.336294,9.000795,6,14.446406,2.545263,1.273924
0.01275,11.433427,3.860069,14,9.220268,4.682739,4.74761
0.01275,9.601424,4.319314,10,7.196222,2.925165,2.203165
0.01275,0.979448,5.048723,4,6.748901,14.053776,8.834965
0.01275,4.023529,2.223299,12,13.318462,2.936455,1.797103
0.01275,1.652587,2.057618,13,3.554282,5.876903,6.872006
0.01275,1.773251,2.297762,3,1.781586,5.647272,2.894969
0.01275,4.720686,3.897829,11,6.462909,5.095261,4.303627
0.01275,3.850343,0.424882,3,10.758211,2.924004,8.204194
0.01275,2.329161,0.135533,2,13.549,8.089213,10.536152
0.01275,1.954596,1.780628,12,7.268055,10.818281,4.652004
0.01275,2.144875,0.736538,4,9.821897,1.070762,2.658754
0.01275,9.330466,2.498178,14,3.881847,8.700997,10.238505
0.01275,2.646596,1.221498,15,4.185779,2.47591,2.145002
0.01275,2.29023,4.27897,10,9.348897,18.573433,5.223966
0.01275,5.090151,3.269005,15,4.130576,1.932875,6.010604
0.01275,0.937164,3.421849,14,3.806146,15.635535,4.62421
0.01275,2.440458,2.874384,2,4.136581,6.723103,10.569195
0.01275,0.417868,1.932371,8,5.723308,3.694919,4.968736
0.01275,0.602649,5.4012,11,5.137894,7.248571,3.742562
0.01275,1.291613,0.318914,16,5.149206,2.193389,2.472587
0.01275,1.513835,0.678703,16,4.197564,6.851887,2.99406
0.01275,1.60303,3.909239,4,2.187317,7.431027,9.604771
0.01275,1.136406,1.721592,7,4.266719,2.7801,0.93519
0.01275,2.428088,1.286888,7,7.144767,2.605442,4.595031
0.01275,2.168472,1.582913,16,4.981365,2.355837,2.217228
0.01275,2.780972,0.911909,12,1.80082,1.768493,3.715595
0.01275,0.793044,2.880393,14,4.339546,8.053013,3.606628
0.01275,5.442827,2.607073,7,8.062253,3.475985,3.660624
0.01275,0.181734,0.59327,14,7.119108,4.474494,10.868997
0.01275,4.162255,3.733437,4,3.335597,7.941254,15.478092
0.01275,4.175703,1.893061,3,2.953524,12.726295,2.583185
0.01275,2.550135,1.222784,14,8.745,1.902252,10.77534
0.01275,2.950493,1.225584,12,5.389718,2.040915,5.564139
0.01275,0.937344,0.421548,13,8.220924,7.346975,5.042557
0.01275,4.157758,2.222919,12,3.444055,4.184364,4.134205
0.01275,12.197921,2.737816,2,3.878952,2.647167,8.528132
0.01275,4.316324,5.135749,6,7.373274,6.014521,3.157934
0.01275,10.530882,1.031548,5,8.278432,1.085619,9.228035
0.01275,0.54052,0.638744,5,3.301025,3.960195,7.60252
0.01275,2.409958,2.705778,2,6.004312,1.125588,4.697328
0.01275,6.23639,0.79249,14,2.886649,3.229642,15.78075
0.01275,3.931045,1.120581,5,1.514646,6.780889,7.471386
0.01275,1.70466,1.258576,13,8.832627,8.00881,7.632666
0.01275,2.343362,10.935944,12,6.0804,7.329345,3.751636
0.01275,2.637454,6.710022,9,3.284043,1.642603,1.965128
0.01275,2.888773,3.540875,11,7.87044,6.729829,3.01084
0.01275,2.194433,1.591421,4,3.36298,12.626902,12.305882
0.01275,11.761137,3.855176,9,7.149788,6.682189,5.424241
0.01275,1.23068,0.877277,3,8.805278,17.139462,13.215072
0.01275,3.452939,1.227505,12,7.909454,6.912274,3.746479
0.01275,1.885485,3.59989,6,13.368369,1.965209,8.259908
0.01275,0.851673,1.759897,4,12.75701,3.059824,1.761767
0.01275,2.33792,9.836632,13,1.823078,9.705463,5.874528
0.01275,4.744033,1.766443,4,4.704162,2.597905,5.016453
0.01275,5.010389,3.243299,2,7.275888,9.375607,3.387976
0.01275,4.103395,3.337943,9,5.63441,5.909265,5.429149
0.01275,1.173334,0.672308,9,5.205417,14.356096,5.037142
0.01275,0.551324,0.425926,2,4.402709,4.085263,6.747317
0.01275,6.067731,8.106513,16,4.984122,3.194937,1.686737
0.01275,1.340475,4.435096,12,2.530045,4.55433,3.349035
0.01275,5.928186,2.427499,8,6.831323,3.581721,4.174397
0.01275,0.462759,6.456698,2,7.78978,5.487573,0.684091
0.01275,0.810489,0.849288,5,1.956068,5.707768,3.296041
0.01275,2.693358,3.323352,16,3.336454,4.924131,1.926552
0.01275,5.102061,3.392815,5,1.985016,2.485318,5.918244
0.01275,3.789632,0.340777,4,7.015243,2.731415,6.117919
0.01275,2.264128,1.037147,4,2.545535,15.205912,4.71446
0.01275,7.364589,7.951767,8,3.654607,5.860259,9.558948
0.01275,0.218045,0.764013,10,8.401094,3.337135,3.376013
0.01275,5.212417,1.380538,14,3.26121,6.5395,10.662473
0.01275,2.620055,2.523202,4,2.29455,5.967368,2.818775
0.01275,5.530744,3.992141,7,9.396213,10.483255,11.30331
0.01275,1.545271,1.256974,6,9.341045,4.138159,4.961424
0.01275,4.118729,0.479917,7,14.116308,3.043351,4.414479
0.01275,1.605637,4.826596,15,4.429865,11.119731,5.615451
0.01275,3.339507,9.039189,16,9.321119,6.117174,2.702269
